2021-11-25 20:02:13,747 INFO    MainThread:103 [wandb_setup.py:_flush():71] setting env: {}
2021-11-25 20:02:13,748 INFO    MainThread:103 [wandb_setup.py:_flush():71] setting login settings: {}
2021-11-25 20:02:13,748 INFO    MainThread:103 [wandb_setup.py:_flush():71] setting login settings: {'api_key': '***REDACTED***'}
2021-11-25 20:02:13,748 INFO    MainThread:103 [wandb_init.py:_log_setup():371] Logging user logs to /content/gdrive/My Drive/CV projects/streetViewHouseNumbers/TensorFlow-2.x-YOLOv3-master/wandb/run-20211125_200213-2wi28796/logs/debug.log
2021-11-25 20:02:13,748 INFO    MainThread:103 [wandb_init.py:_log_setup():372] Logging internal logs to /content/gdrive/My Drive/CV projects/streetViewHouseNumbers/TensorFlow-2.x-YOLOv3-master/wandb/run-20211125_200213-2wi28796/logs/debug-internal.log
2021-11-25 20:02:13,748 INFO    MainThread:103 [wandb_init.py:_jupyter_setup():321] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f3e26491e50>
2021-11-25 20:02:13,749 INFO    MainThread:103 [wandb_init.py:init():404] calling init triggers
2021-11-25 20:02:13,749 INFO    MainThread:103 [wandb_init.py:init():411] wandb.init called with sweep_config: {}
config: {}
2021-11-25 20:02:13,749 INFO    MainThread:103 [wandb_init.py:init():449] starting backend
2021-11-25 20:02:13,749 INFO    MainThread:103 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-11-25 20:02:13,766 INFO    MainThread:103 [backend.py:ensure_launched():199] starting backend process...
2021-11-25 20:02:13,771 INFO    MainThread:103 [backend.py:ensure_launched():205] started backend process with pid: 463
2021-11-25 20:02:13,772 INFO    MainThread:103 [wandb_init.py:init():458] backend started and connected
2021-11-25 20:02:13,789 INFO    MainThread:103 [wandb_run.py:_label_probe_notebook():917] probe notebook
2021-11-25 20:02:14,774 INFO    MainThread:103 [wandb_init.py:init():519] updated telemetry
2021-11-25 20:02:14,779 INFO    MainThread:103 [wandb_init.py:init():549] communicating current version
2021-11-25 20:02:14,817 INFO    MainThread:103 [wandb_init.py:init():554] got version response 
2021-11-25 20:02:14,817 INFO    MainThread:103 [wandb_init.py:init():564] communicating run to backend with 30 second timeout
2021-11-25 20:02:15,018 INFO    MainThread:103 [wandb_init.py:init():592] starting run threads in backend
2021-11-25 20:02:17,357 INFO    MainThread:103 [wandb_run.py:_console_start():1816] atexit reg
2021-11-25 20:02:17,360 INFO    MainThread:103 [wandb_run.py:_redirect():1690] redirect: SettingsConsole.WRAP
2021-11-25 20:02:17,361 INFO    MainThread:103 [wandb_run.py:_redirect():1727] Wrapping output streams.
2021-11-25 20:02:17,362 INFO    MainThread:103 [wandb_run.py:_redirect():1751] Redirects installed.
2021-11-25 20:02:17,362 INFO    MainThread:103 [wandb_init.py:init():619] run started, returning control to user process
2021-11-25 20:02:17,366 INFO    MainThread:103 [wandb_init.py:_pause_backend():284] pausing backend
2021-11-25 20:02:17,366 INFO    MainThread:103 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-11-25 20:02:42,281 INFO    MainThread:103 [wandb_init.py:_resume_backend():293] resuming backend
2021-11-25 20:02:46,594 INFO    MainThread:103 [wandb_init.py:_pause_backend():284] pausing backend
2021-11-25 20:02:46,594 INFO    MainThread:103 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2021-11-25 20:02:52,115 INFO    MainThread:103 [wandb_init.py:_resume_backend():293] resuming backend
